LGA,Month,Year,Persons_fever,RDT_tested,positive_by_RDT,Microscopy_tested,positive_by_Microscopy,Month_Num,Date,RDT_Positive_Rate,Microscopy_Positive_Rate
 Guma ,September,2024,1230,1213,924,2.0,2.0,09,2024-09-01,0.761747732893652,1.0
 Guma ,July,2024,1338,1254,785,52.0,52.0,07,2024-07-01,0.6259968102073366,1.0
 Guma ,February,2024,2615,2611,1914,0.0,0.0,02,2024-02-01,0.7330524703178859,
 Guma ,May,2024,2335,1893,1343,135.0,49.0,05,2024-05-01,0.7094558901215002,0.362962962962963
 Guma ,December,2024,1604,1394,1175,140.0,121.0,12,2024-12-01,0.8428981348637016,0.8642857142857143
 Guma ,October,2024,2004,1986,1157,0.0,0.0,10,2024-10-01,0.5825780463242699,
 Guma ,August,2024,3149,2968,2192,165.0,131.0,08,2024-08-01,0.738544474393531,0.793939393939394
 Guma ,January,2024,2383,2362,1658,0.0,0.0,01,2024-01-01,0.7019475021168501,
 Gwer East ,Novemr,2021,1589,1563,1122,11.0,7.0,,,0.7178502879078695,0.6363636363636364
 Gwer East ,March,2021,1021,1021,614,0.0,0.0,03,2021-03-01,0.6013712047012733,
 Gwer East ,April,2021,917,917,527,0.0,0.0,04,2021-04-01,0.5747001090512541,
 Gwer East ,June,2021,1040,1040,691,0.0,0.0,06,2021-06-01,0.6644230769230769,
 Gwer East ,December,2021,650,569,370,42.0,42.0,12,2021-12-01,0.6502636203866432,1.0
 Gwer East ,October,2021,1619,1596,1143,0.0,0.0,10,2021-10-01,0.7161654135338346,
 Gwer East ,May,2021,1600,1535,1007,0.0,0.0,05,2021-05-01,0.6560260586319219,
 Gwer East ,February,2021,1007,983,749,12.0,12.0,02,2021-02-01,0.7619532044760936,1.0
 Gwer East ,August,2021,1290,1290,780,0.0,0.0,08,2021-08-01,0.6046511627906976,
 Gwer East ,January,2021,1531,1517,1129,0.0,0.0,01,2021-01-01,0.7442320369149638,
 Gwer East ,July,2021,767,719,541,36.0,36.0,07,2021-07-01,0.7524339360222532,1.0
 Gwer East ,September,2021,1546,1520,1206,26.0,26.0,09,2021-09-01,0.7934210526315789,1.0
 Gwer East ,October,2022,1047,1045,937,0.0,0.0,10,2022-10-01,0.8966507177033493,
 Gwer East ,January,2022,862,848,437,3.0,0.0,01,2022-01-01,0.5153301886792453,0.0
 Gwer East ,August,2022,2039,2039,1378,0.0,0.0,08,2022-08-01,0.6758214811181952,
 Gwer East ,March,2022,709,715,522,0.0,0.0,03,2022-03-01,0.73006993006993,
 Gwer East ,June,2022,929,929,551,0.0,0.0,06,2022-06-01,0.5931108719052745,
 Gwer East ,December,2022,2181,2179,1630,0.0,0.0,12,2022-12-01,0.7480495640201927,
 Gwer East ,Novemr,2022,162,139,53,0.0,0.0,,,0.381294964028777,
 Gwer East ,September,2022,1505,1504,1055,0.0,0.0,09,2022-09-01,0.7014627659574468,
 Gwer East ,February,2022,1781,1781,1088,0.0,0.0,02,2022-02-01,0.6108927568781584,
 Gwer East ,July,2022,1129,1129,830,0.0,0.0,07,2022-07-01,0.7351638618246236,
 Gwer East ,May,2022,362,359,197,0.0,0.0,05,2022-05-01,0.5487465181058496,
 Gwer East ,April,2022,1003,1000,570,2.0,2.0,04,2022-04-01,0.57,1.0
 Gwer East ,April,2023,4552,4552,3014,0.0,0.0,04,2023-04-01,0.6621265377855887,
 Gwer East ,March,2023,6488,6480,5303,0.0,0.0,03,2023-03-01,0.8183641975308642,
 Gwer East ,June,2023,6262,6252,5214,0.0,0.0,06,2023-06-01,0.8339731285988484,
 Gwer East ,May,2023,6640,6640,5780,0.0,0.0,05,2023-05-01,0.8704819277108434,
 Gwer East ,Novemr,2023,2428,2423,1163,0.0,0.0,,,0.47998349153941394,
 Gwer East ,January,2023,6228,6228,4959,480.0,0.0,01,2023-01-01,0.796242774566474,0.0
 Gwer East ,September,2023,6700,6700,5702,0.0,0.0,09,2023-09-01,0.851044776119403,
 Gwer East ,July,2023,4884,4884,4019,38.0,30.0,07,2023-07-01,0.8228910728910729,0.7894736842105263
 Gwer East ,August,2023,5280,5215,4157,0.0,0.0,08,2023-08-01,0.7971236816874401,
 Gwer East ,October,2023,5775,5763,5005,0.0,0.0,10,2023-10-01,0.868471282318237,
 Gwer East ,December,2023,1690,1690,874,0.0,0.0,12,2023-12-01,0.5171597633136095,
 Gwer East ,February,2023,11629,11629,9929,0.0,0.0,02,2023-02-01,0.8538137415082983,
 Gwer East ,August,2024,3874,3614,2466,114.0,67.0,08,2024-08-01,0.6823464305478694,0.5877192982456141
 Gwer East ,June,2024,2771,2771,1767,0.0,0.0,06,2024-06-01,0.6376759292674125,
 Gwer East ,April,2024,2617,2317,1701,85.0,39.0,04,2024-04-01,0.7341389728096677,0.4588235294117647
 Gwer East ,March,2024,2702,2447,1995,179.0,139.0,03,2024-03-01,0.8152840212505108,0.776536312849162
 Gwer East ,July,2024,3016,2833,2105,143.0,55.0,07,2024-07-01,0.7430285915990117,0.38461538461538464
 Gwer East ,Novemr,2024,2084,1834,1336,159.0,96.0,,,0.7284623773173392,0.6037735849056604
 Gwer East ,February,2024,1933,1729,1410,88.0,88.0,02,2024-02-01,0.8155002891844997,1.0
 Gwer East ,May,2024,2363,2356,1455,0.0,0.0,05,2024-05-01,0.6175721561969439,
 Gwer East ,September,2024,2941,2922,1938,0.0,0.0,09,2024-09-01,0.6632443531827515,
 Gwer East ,January,2024,2492,2492,1666,0.0,0.0,01,2024-01-01,0.6685393258426966,
 Gwer East ,December,2024,2338,2218,1556,92.0,45.0,12,2024-12-01,0.7015329125338142,0.4891304347826087
 Gwer East ,October,2024,1874,1770,1046,114.0,55.0,10,2024-10-01,0.5909604519774011,0.4824561403508772
 Gwer West ,February,2021,1187,1160,899,23.0,23.0,02,2021-02-01,0.775,1.0
 Gwer West ,September,2021,900,893,558,0.0,0.0,09,2021-09-01,0.6248600223964166,
 Gwer West ,July,2021,1064,1064,640,0.0,0.0,07,2021-07-01,0.6015037593984962,
 Gwer West ,May,2021,1989,1919,1433,67.0,67.0,05,2021-05-01,0.7467430953621678,1.0
 Gwer West ,August,2021,896,851,573,13.0,13.0,08,2021-08-01,0.6733254994124559,1.0
 Gwer West ,April,2021,1122,1119,854,15.0,15.0,04,2021-04-01,0.7631814119749777,1.0
 Gwer West ,January,2021,401,327,256,26.0,17.0,01,2021-01-01,0.7828746177370031,0.6538461538461539
 Gwer West ,Novemr,2021,548,486,267,35.0,51.0,,,0.5493827160493827,1.457142857142857
 Gwer West ,March,2021,1027,1027,661,0.0,0.0,03,2021-03-01,0.6436222005842259,
 Gwer West ,June,2021,1493,1482,1046,0.0,0.0,06,2021-06-01,0.7058029689608637,
 Gwer West ,December,2021,1594,1565,1169,55.0,0.0,12,2021-12-01,0.746964856230032,0.0
 Gwer West ,October,2021,907,856,665,23.0,23.0,10,2021-10-01,0.7768691588785047,1.0
 Gwer West ,April,2022,1450,1450,1032,0.0,0.0,04,2022-04-01,0.7117241379310345,
 Gwer West ,Novemr,2022,1469,1469,1053,10.0,0.0,,,0.7168141592920354,0.0
 Gwer West ,January,2022,1206,1206,737,0.0,0.0,01,2022-01-01,0.6111111111111112,
 Gwer West ,August,2022,1085,1120,576,1.0,1.0,08,2022-08-01,0.5142857142857142,1.0
 Gwer West ,June,2022,392,379,283,2.0,11.0,06,2022-06-01,0.7467018469656992,5.5
 Gwer West ,May,2022,836,836,605,0.0,0.0,05,2022-05-01,0.7236842105263158,
 Gwer West ,July,2022,645,644,469,0.0,0.0,07,2022-07-01,0.7282608695652174,
 Gwer West ,September,2022,1447,1451,1223,0.0,0.0,09,2022-09-01,0.8428669882839421,
 Gwer West ,December,2022,1613,1582,1085,0.0,0.0,12,2022-12-01,0.6858407079646017,
 Gwer West ,October,2022,1154,1149,797,0.0,0.0,10,2022-10-01,0.6936466492602262,
 Gwer West ,February,2022,2368,2368,1683,0.0,0.0,02,2022-02-01,0.7107263513513513,
 Gwer West ,March,2022,1438,1436,890,0.0,0.0,03,2022-03-01,0.6197771587743732,
 Gwer West ,June,2023,2808,2806,1655,0.0,0.0,06,2023-06-01,0.589807555238774,
 Gwer West ,May,2023,2794,2794,1930,0.0,0.0,05,2023-05-01,0.6907659269863994,
 Gwer West ,March,2023,5449,5448,4498,0.0,0.0,03,2023-03-01,0.8256240822320118,
 Gwer West ,April,2023,6207,6207,5282,0.0,0.0,04,2023-04-01,0.8509747059771227,
 Gwer West ,Novemr,2023,5137,4926,3995,25.0,2.0,,,0.8110028420625254,0.08
 Gwer West ,October,2023,4385,4384,3697,6.0,0.0,10,2023-10-01,0.8432937956204379,0.0
 Gwer West ,February,2023,2266,2266,1424,0.0,0.0,02,2023-02-01,0.6284201235657546,
 Gwer West ,September,2023,2442,2442,1484,0.0,0.0,09,2023-09-01,0.6076986076986077,
 Gwer West ,August,2023,7963,7963,6953,0.0,0.0,08,2023-08-01,0.8731633806354389,
 Gwer West ,January,2023,3143,3143,2117,0.0,0.0,01,2023-01-01,0.6735602927139676,
 Gwer West ,July,2023,7270,7349,6133,0.0,0.0,07,2023-07-01,0.8345353109266567,
 Gwer West ,December,2023,3464,3430,2445,101.0,0.0,12,2023-12-01,0.7128279883381924,0.0
 Gwer West ,March,2024,298,291,121,0.0,0.0,03,2024-03-01,0.41580756013745707,
 Gwer West ,April,2024,1276,1204,202,87.0,57.0,04,2024-04-01,0.16777408637873753,0.6551724137931034
 Gwer West ,June,2024,485,422,108,64.0,48.0,06,2024-06-01,0.2559241706161137,0.75
 Gwer West ,August,2024,660,604,389,50.0,47.0,08,2024-08-01,0.6440397350993378,0.94
 Gwer West ,February,2024,753,663,307,63.0,62.0,02,2024-02-01,0.46304675716440424,0.9841269841269841
 Gwer West ,October,2024,1408,1360,488,48.0,37.0,10,2024-10-01,0.3588235294117647,0.7708333333333334
 Gwer West ,December,2024,1287,1238,568,52.0,49.0,12,2024-12-01,0.4588045234248788,0.9423076923076923
 Gwer West ,May,2024,422,313,178,121.0,52.0,05,2024-05-01,0.5686900958466453,0.4297520661157025
 Gwer West ,September,2024,465,460,188,16.0,8.0,09,2024-09-01,0.40869565217391307,0.5
 Gwer West ,January,2024,1312,1128,647,90.0,71.0,01,2024-01-01,0.5735815602836879,0.7888888888888889
 Gwer West ,July,2024,1671,1594,919,73.0,66.0,07,2024-07-01,0.5765370138017566,0.9041095890410958
 Gwer West ,Novemr,2024,828,678,217,13.0,53.0,,,0.3200589970501475,4.076923076923077
 Katsina-Ala ,May,2021,1087,1087,1008,11.0,0.0,05,2021-05-01,0.9273229070837167,0.0
 Katsina-Ala ,September,2021,670,664,616,26.0,1.0,09,2021-09-01,0.927710843373494,0.038461538461538464
 Katsina-Ala ,July,2021,1244,1234,908,0.0,0.0,07,2021-07-01,0.7358184764991896,
 Katsina-Ala ,August,2021,1325,1323,1011,0.0,0.0,08,2021-08-01,0.764172335600907,
 Katsina-Ala ,Novemr,2021,754,784,687,0.0,0.0,,,0.8762755102040817,
 Katsina-Ala ,January,2021,1037,1037,667,0.0,0.0,01,2021-01-01,0.6432015429122468,
 Katsina-Ala ,December,2021,1585,1585,1175,0.0,0.0,12,2021-12-01,0.7413249211356467,
 Katsina-Ala ,February,2021,832,832,545,0.0,0.0,02,2021-02-01,0.6550480769230769,
 Katsina-Ala ,June,2021,1140,1140,879,0.0,0.0,06,2021-06-01,0.7710526315789473,
 Katsina-Ala ,April,2021,227,233,238,0.0,0.0,04,2021-04-01,1.0214592274678111,
 Katsina-Ala ,March,2021,1043,1040,707,13.0,5.0,03,2021-03-01,0.6798076923076923,0.38461538461538464
 Katsina-Ala ,October,2021,754,743,488,0.0,0.0,10,2021-10-01,0.6567967698519516,
 Katsina-Ala ,July,2022,249,222,70,2.0,2.0,07,2022-07-01,0.3153153153153153,1.0
 Katsina-Ala ,September,2022,789,777,493,0.0,0.0,09,2022-09-01,0.6344916344916345,
 Katsina-Ala ,April,2022,1278,1278,897,0.0,0.0,04,2022-04-01,0.7018779342723005,
 Katsina-Ala ,June,2022,2026,1937,1241,0.0,0.0,06,2022-06-01,0.6406814661848219,
 Katsina-Ala ,March,2022,438,407,268,0.0,0.0,03,2022-03-01,0.6584766584766585,
 Katsina-Ala ,February,2022,1564,1555,1023,18.0,0.0,02,2022-02-01,0.6578778135048231,0.0
 Katsina-Ala ,December,2022,1095,1094,652,0.0,0.0,12,2022-12-01,0.5959780621572212,
 Katsina-Ala ,May,2022,843,843,624,1.0,0.0,05,2022-05-01,0.7402135231316725,0.0
 Katsina-Ala ,October,2022,522,510,395,5.0,7.0,10,2022-10-01,0.7745098039215687,1.4
 Katsina-Ala ,January,2022,853,868,720,0.0,0.0,01,2022-01-01,0.8294930875576036,
 Katsina-Ala ,August,2022,332,331,249,2.0,2.0,08,2022-08-01,0.7522658610271903,1.0
 Katsina-Ala ,Novemr,2022,1417,1418,1055,0.0,0.0,,,0.7440056417489421,
 Katsina-Ala ,April,2023,6696,6697,5742,0.0,0.0,04,2023-04-01,0.8573988352993878,
 Katsina-Ala ,January,2023,2129,2081,1242,0.0,0.0,01,2023-01-01,0.596828447861605,
 Katsina-Ala ,August,2023,2840,2830,1876,0.0,0.0,08,2023-08-01,0.6628975265017668,
 Katsina-Ala ,February,2023,3121,3121,2498,0.0,0.0,02,2023-02-01,0.8003844921499519,
 Katsina-Ala ,December,2023,2994,2994,2332,0.0,0.0,12,2023-12-01,0.7788911155644622,
 Katsina-Ala ,September,2023,8430,8430,6930,0.0,0.0,09,2023-09-01,0.8220640569395018,
 Katsina-Ala ,July,2023,10690,10690,9399,0.0,0.0,07,2023-07-01,0.8792329279700655,
 Katsina-Ala ,Novemr,2023,4339,4339,3545,0.0,0.0,,,0.8170085273104402,
 Katsina-Ala ,October,2023,9727,9719,8108,0.0,0.0,10,2023-10-01,0.8342422059882704,
 Katsina-Ala ,May,2023,8909,8909,7233,0.0,0.0,05,2023-05-01,0.8118756313839938,
 Katsina-Ala ,June,2023,1515,1552,860,0.0,0.0,06,2023-06-01,0.5541237113402062,
 Katsina-Ala ,March,2023,10203,10194,8617,0.0,0.0,03,2023-03-01,0.8453011575436531,
 Katsina-Ala ,April,2024,1216,1155,613,60.0,49.0,04,2024-04-01,0.5307359307359307,0.8166666666666667
 Katsina-Ala ,June,2024,1524,1465,692,58.0,53.0,06,2024-06-01,0.47235494880546075,0.9137931034482759
 Katsina-Ala ,March,2024,2128,2049,694,75.0,59.0,03,2024-03-01,0.3387018057589068,0.7866666666666666
 Katsina-Ala ,October,2024,1481,1422,597,52.0,44.0,10,2024-10-01,0.41983122362869196,0.8461538461538461
 Katsina-Ala ,August,2024,547,439,132,50.0,40.0,08,2024-08-01,0.30068337129840544,0.8
 Katsina-Ala ,January,2024,237,237,105,0.0,0.0,01,2024-01-01,0.4430379746835443,
 Katsina-Ala ,May,2024,979,746,361,148.0,128.0,05,2024-05-01,0.4839142091152815,0.8648648648648649
 Katsina-Ala ,December,2024,1783,1685,803,94.0,61.0,12,2024-12-01,0.47655786350148366,0.648936170212766
 Katsina-Ala ,Novemr,2024,834,764,488,48.0,46.0,,,0.6387434554973822,0.9583333333333334
 Katsina-Ala ,February,2024,1938,1867,925,81.0,59.0,02,2024-02-01,0.49544724156400644,0.7283950617283951
 Katsina-Ala ,July,2024,830,764,262,66.0,62.0,07,2024-07-01,0.34293193717277487,0.9393939393939394
 Katsina-Ala ,September,2024,649,546,202,78.0,33.0,09,2024-09-01,0.36996336996337,0.4230769230769231
 Konshisha ,May,2021,1009,1009,700,0.0,0.0,05,2021-05-01,0.6937561942517344,
 Konshisha ,Novemr,2021,677,677,469,0.0,0.0,,,0.6927621861152142,
 Konshisha ,February,2021,916,916,625,0.0,0.0,02,2021-02-01,0.6823144104803494,
 Konshisha ,January,2021,1217,1217,854,0.0,0.0,01,2021-01-01,0.7017255546425637,
 Konshisha ,July,2021,539,539,379,0.0,0.0,07,2021-07-01,0.7031539888682746,
 Konshisha ,August,2021,945,935,644,0.0,0.0,08,2021-08-01,0.6887700534759358,
 Konshisha ,September,2021,692,692,553,0.0,0.0,09,2021-09-01,0.7991329479768786,
 Konshisha ,March,2021,1007,1007,710,0.0,0.0,03,2021-03-01,0.70506454816286,
 Konshisha ,April,2021,781,774,645,9.0,0.0,04,2021-04-01,0.8333333333333334,0.0
 Konshisha ,June,2021,790,790,542,0.0,0.0,06,2021-06-01,0.6860759493670886,
 Konshisha ,October,2021,1053,1052,623,8.0,3.0,10,2021-10-01,0.5922053231939164,0.375
 Konshisha ,December,2021,347,337,284,1.0,0.0,12,2021-12-01,0.8427299703264095,0.0
 Konshisha ,April,2022,624,541,316,51.0,51.0,04,2022-04-01,0.5841035120147874,1.0
 Konshisha ,Novemr,2022,1153,1138,464,15.0,15.0,,,0.4077328646748682,1.0
 Konshisha ,October,2022,894,790,425,45.0,37.0,10,2022-10-01,0.5379746835443038,0.8222222222222222
 Konshisha ,August,2022,1364,1219,742,103.0,97.0,08,2022-08-01,0.6086956521739131,0.941747572815534
 Konshisha ,January,2022,1058,922,622,87.0,78.0,01,2022-01-01,0.6746203904555315,0.896551724137931
 Konshisha ,June,2022,1251,1101,794,88.0,78.0,06,2022-06-01,0.7211625794732062,0.8863636363636364
 Konshisha ,May,2022,1163,1045,620,0.0,0.0,05,2022-05-01,0.5933014354066986,
 Konshisha ,February,2022,1012,1012,466,1.0,0.0,02,2022-02-01,0.46047430830039526,0.0
 Konshisha ,March,2022,1255,1135,719,89.0,52.0,03,2022-03-01,0.6334801762114537,0.5842696629213483
 Konshisha ,December,2022,1234,1206,529,28.0,23.0,12,2022-12-01,0.4386401326699834,0.8214285714285714
 Konshisha ,July,2022,1341,1332,948,0.0,0.0,07,2022-07-01,0.7117117117117117,
 Konshisha ,September,2022,781,735,418,37.0,34.0,09,2022-09-01,0.5687074829931973,0.918918918918919
 Konshisha ,March,2023,4955,5108,4156,0.0,0.0,03,2023-03-01,0.8136256851996868,
 Konshisha ,April,2023,8574,8574,7290,26.0,26.0,04,2023-04-01,0.8502449265220434,1.0
 Konshisha ,June,2023,4435,4038,3876,0.0,0.0,06,2023-06-01,0.9598811292719168,
 Konshisha ,May,2023,1922,1922,1547,0.0,0.0,05,2023-05-01,0.8048907388137357,
 Konshisha ,October,2023,3878,3878,3411,0.0,0.0,10,2023-10-01,0.8795771015987622,
 Konshisha ,January,2023,3515,3515,2445,0.0,0.0,01,2023-01-01,0.6955903271692745,
 Konshisha ,July,2023,3239,3239,2805,0.0,0.0,07,2023-07-01,0.8660080271688793,
 Konshisha ,August,2023,2502,2502,1689,0.0,0.0,08,2023-08-01,0.6750599520383693,
 Konshisha ,Novemr,2023,2881,2881,1989,0.0,0.0,,,0.6903852828878861,
 Konshisha ,February,2023,9440,9340,7827,0.0,0.0,02,2023-02-01,0.8380085653104925,
 Konshisha ,September,2023,6404,6404,5447,0.0,0.0,09,2023-09-01,0.8505621486570893,
 Konshisha ,December,2023,3299,3058,2057,9.0,0.0,12,2023-12-01,0.6726618705035972,0.0
 Konshisha ,March,2024,877,830,156,43.0,34.0,03,2024-03-01,0.18795180722891566,0.7906976744186046
 Konshisha ,June,2024,498,490,163,0.0,0.0,06,2024-06-01,0.3326530612244898,
 Konshisha ,April,2024,892,779,485,67.0,47.0,04,2024-04-01,0.6225930680359435,0.7014925373134329
 Konshisha ,Novemr,2024,758,660,409,67.0,45.0,,,0.6196969696969697,0.6716417910447762
 Konshisha ,February,2024,1282,1120,636,87.0,73.0,02,2024-02-01,0.5678571428571428,0.8390804597701149
 Konshisha ,December,2024,723,587,156,111.0,53.0,12,2024-12-01,0.2657580919931857,0.4774774774774775
 Konshisha ,July,2024,811,739,253,70.0,61.0,07,2024-07-01,0.3423545331529093,0.8714285714285714
 Konshisha ,September,2024,1126,1055,472,71.0,57.0,09,2024-09-01,0.44739336492890996,0.8028169014084507
 Konshisha ,May,2024,345,283,86,56.0,43.0,05,2024-05-01,0.303886925795053,0.7678571428571429
 Konshisha ,October,2024,595,518,328,62.0,55.0,10,2024-10-01,0.6332046332046332,0.8870967741935484
 Konshisha ,January,2024,1128,1063,493,66.0,61.0,01,2024-01-01,0.46378174976481656,0.9242424242424242
 Konshisha ,August,2024,1612,1545,935,67.0,47.0,08,2024-08-01,0.6051779935275081,0.7014925373134329
 Kwande ,May,2021,939,892,791,0.0,0.0,05,2021-05-01,0.8867713004484304,
 Kwande ,February,2021,1278,1277,859,8.0,2.0,02,2021-02-01,0.6726703210649961,0.25
 Kwande ,September,2021,749,705,566,0.0,0.0,09,2021-09-01,0.8028368794326242,
 Kwande ,Novemr,2021,1024,1016,589,0.0,0.0,,,0.5797244094488189,
 Kwande ,July,2021,402,402,395,52.0,0.0,07,2021-07-01,0.9825870646766169,0.0
 Kwande ,August,2021,1046,1040,888,4.0,0.0,08,2021-08-01,0.8538461538461538,0.0
 Kwande ,December,2021,1201,1201,789,0.0,0.0,12,2021-12-01,0.6569525395503747,
 Kwande ,January,2021,1034,1034,678,0.0,0.0,01,2021-01-01,0.655705996131528,
 Kwande ,June,2021,1539,1538,1133,0.0,0.0,06,2021-06-01,0.7366710013003901,
 Kwande ,March,2021,967,967,601,0.0,0.0,03,2021-03-01,0.6215098241985523,
 Kwande ,October,2021,184,184,124,0.0,0.0,10,2021-10-01,0.6739130434782609,
 Kwande ,April,2021,1064,1061,719,0.0,0.0,04,2021-04-01,0.6776625824693685,
 Kwande ,September,2022,1565,1520,1020,28.0,24.0,09,2022-09-01,0.6710526315789473,0.8571428571428571
 Kwande ,April,2022,1350,1333,698,17.0,16.0,04,2022-04-01,0.5236309077269318,0.9411764705882353
 Kwande ,July,2022,951,793,445,68.0,64.0,07,2022-07-01,0.5611601513240857,0.9411764705882353
 Kwande ,June,2022,1135,1034,672,29.0,27.0,06,2022-06-01,0.6499032882011605,0.9310344827586207
 Kwande ,May,2022,1680,1657,1153,23.0,21.0,05,2022-05-01,0.695835847917924,0.9130434782608695
 Kwande ,February,2022,1469,1365,890,63.0,53.0,02,2022-02-01,0.652014652014652,0.8412698412698413
 Kwande ,December,2022,1407,1397,834,3.0,3.0,12,2022-12-01,0.5969935576234788,1.0
 Kwande ,March,2022,1398,1382,862,16.0,12.0,03,2022-03-01,0.6237337192474675,0.75
 Kwande ,October,2022,1179,1058,640,102.0,86.0,10,2022-10-01,0.6049149338374291,0.8431372549019608
 Kwande ,January,2022,1169,923,543,76.0,64.0,01,2022-01-01,0.5882990249187432,0.8421052631578947
 Kwande ,Novemr,2022,1034,867,567,73.0,74.0,,,0.6539792387543253,1.0136986301369864
 Kwande ,August,2022,1341,1297,881,21.0,18.0,08,2022-08-01,0.6792598303777949,0.8571428571428571
 Kwande ,April,2023,583,591,525,74.0,0.0,04,2023-04-01,0.8883248730964467,0.0
 Kwande ,June,2023,851,799,609,0.0,0.0,06,2023-06-01,0.7622027534418022,
 Kwande ,January,2023,1069,1068,722,0.0,0.0,01,2023-01-01,0.6760299625468165,
 Kwande ,February,2023,1047,1047,715,0.0,0.0,02,2023-02-01,0.6829035339063992,
 Kwande ,December,2023,1405,1228,944,0.0,0.0,12,2023-12-01,0.7687296416938111,
 Kwande ,September,2023,1239,1118,788,0.0,0.0,09,2023-09-01,0.7048300536672629,
 Kwande ,August,2023,1099,1099,795,0.0,0.0,08,2023-08-01,0.7233848953594176,
 Kwande ,July,2023,289,272,229,2.0,0.0,07,2023-07-01,0.8419117647058824,0.0
 Kwande ,October,2023,557,537,454,0.0,0.0,10,2023-10-01,0.845437616387337,
 Kwande ,May,2023,85,76,54,0.0,0.0,05,2023-05-01,0.7105263157894737,
 Kwande ,Novemr,2023,841,836,568,0.0,0.0,,,0.6794258373205742,
 Kwande ,March,2023,122,118,104,0.0,0.0,03,2023-03-01,0.8813559322033898,
 Kwande ,April,2024,1394,1328,626,52.0,41.0,04,2024-04-01,0.4713855421686747,0.7884615384615384
 Kwande ,June,2024,958,859,232,99.0,70.0,06,2024-06-01,0.270081490104773,0.7070707070707071
 Kwande ,March,2024,711,595,276,83.0,78.0,03,2024-03-01,0.4638655462184874,0.9397590361445783
 Kwande ,October,2024,1205,1143,536,62.0,61.0,10,2024-10-01,0.4689413823272091,0.9838709677419355
 Kwande ,January,2024,865,688,336,128.0,68.0,01,2024-01-01,0.4883720930232558,0.53125
 Kwande ,August,2024,729,616,292,64.0,58.0,08,2024-08-01,0.474025974025974,0.90625
 Kwande ,December,2024,1152,1023,442,126.0,115.0,12,2024-12-01,0.43206256109481916,0.9126984126984127
 Kwande ,Novemr,2024,949,893,287,60.0,42.0,,,0.3213885778275476,0.7
 Kwande ,May,2024,780,659,319,25.0,6.0,05,2024-05-01,0.48406676783004554,0.24
 Kwande ,September,2024,673,618,158,55.0,38.0,09,2024-09-01,0.255663430420712,0.6909090909090909
 Kwande ,July,2024,708,637,242,78.0,63.0,07,2024-07-01,0.37990580847723704,0.8076923076923077
 Kwande ,February,2024,787,703,165,84.0,54.0,02,2024-02-01,0.23470839260312945,0.6428571428571429
 Logo ,December,2021,1238,1236,841,0.0,0.0,12,2021-12-01,0.68042071197411,
 Logo ,February,2021,1253,1253,855,0.0,0.0,02,2021-02-01,0.6823623304070231,
 Logo ,May,2021,1166,1164,827,0.0,0.0,05,2021-05-01,0.7104810996563574,
 Logo ,August,2021,1269,1269,827,11.0,0.0,08,2021-08-01,0.6516942474389283,0.0
 Logo ,July,2021,1018,1018,726,0.0,0.0,07,2021-07-01,0.7131630648330058,
 Logo ,September,2021,856,852,526,0.0,0.0,09,2021-09-01,0.6173708920187794,
 Logo ,January,2021,711,702,591,8.0,0.0,01,2021-01-01,0.8418803418803419,0.0
 Logo ,Novemr,2021,972,972,692,0.0,0.0,,,0.7119341563786008,
 Logo ,March,2021,1003,998,639,4.0,2.0,03,2021-03-01,0.6402805611222445,0.5
 Logo ,April,2021,1073,1073,725,0.0,0.0,04,2021-04-01,0.6756756756756757,
 Logo ,June,2021,1368,1364,1017,0.0,0.0,06,2021-06-01,0.7456011730205279,
 Logo ,October,2021,1050,1050,687,0.0,0.0,10,2021-10-01,0.6542857142857142,
 Logo ,April,2022,984,927,431,30.0,27.0,04,2022-04-01,0.46494066882416396,0.9
 Logo ,August,2022,623,552,322,50.0,46.0,08,2022-08-01,0.5833333333333334,0.92
 Logo ,October,2022,1044,873,499,130.0,105.0,10,2022-10-01,0.5715922107674685,0.8076923076923077
 Logo ,January,2022,982,982,375,0.0,0.0,01,2022-01-01,0.3818737270875764,
 Logo ,Novemr,2022,1183,1088,647,79.0,61.0,,,0.5946691176470589,0.7721518987341772
 Logo ,February,2022,1126,1032,623,75.0,40.0,02,2022-02-01,0.6036821705426356,0.5333333333333333
 Logo ,September,2022,1400,1275,853,75.0,62.0,09,2022-09-01,0.6690196078431373,0.8266666666666667
 Logo ,July,2022,1057,1039,505,18.0,16.0,07,2022-07-01,0.48604427333974976,0.8888888888888888
 Logo ,May,2022,1376,1333,902,38.0,35.0,05,2022-05-01,0.6766691672918229,0.9210526315789473
 Logo ,June,2022,1155,1025,690,25.0,20.0,06,2022-06-01,0.6731707317073171,0.8
 Logo ,December,2022,1200,1140,804,38.0,38.0,12,2022-12-01,0.7052631578947368,1.0
 Logo ,March,2022,1067,979,643,40.0,30.0,03,2022-03-01,0.6567926455566905,0.75
 Logo ,October,2023,382,379,290,0.0,0.0,10,2023-10-01,0.7651715039577837,
 Logo ,March,2023,476,476,376,0.0,0.0,03,2023-03-01,0.7899159663865546,
 Logo ,April,2023,728,724,656,1.0,0.0,04,2023-04-01,0.9060773480662984,0.0
 Logo ,February,2023,702,692,583,0.0,0.0,02,2023-02-01,0.8424855491329479,
 Logo ,Novemr,2023,941,892,675,0.0,0.0,,,0.7567264573991032,
